               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 470,            0.017583,            0.026331,           0.0040828,             0.92447,             0.76216,             0.86128,             0.73362,            0.018831,                0.02,           0.0098243,           0.0061307,           0.0061307,           0.0061307
                 471,            0.017689,            0.027616,           0.0037671,             0.87865,             0.78849,             0.86697,             0.72981,            0.018918,            0.019699,           0.0095638,           0.0061225,           0.0061225,           0.0061225
                 472,            0.017493,             0.02691,            0.004081,              0.9187,             0.77881,             0.86357,             0.72593,            0.019052,            0.019509,            0.010139,           0.0061142,           0.0061142,           0.0061142
                 473,            0.018336,            0.028082,           0.0042314,             0.90536,             0.77823,             0.85568,             0.71289,            0.019063,            0.019965,            0.010554,            0.006106,            0.006106,            0.006106
                 474,            0.018388,            0.025637,           0.0043423,             0.84431,             0.82362,              0.8537,             0.71315,            0.018917,            0.020233,            0.010465,           0.0060977,           0.0060977,           0.0060977
                 475,            0.017504,            0.024873,           0.0041211,             0.84897,             0.82097,             0.85612,             0.72096,            0.018988,            0.020485,            0.010331,           0.0060895,           0.0060895,           0.0060895
                 476,            0.017519,            0.028856,           0.0043751,             0.82808,             0.79824,              0.8587,             0.72531,            0.018793,            0.020757,            0.010759,           0.0060813,           0.0060813,           0.0060813
                 477,            0.017088,            0.025806,           0.0034113,             0.87063,             0.78633,              0.8575,             0.71743,            0.018882,            0.021187,            0.010825,            0.006073,            0.006073,            0.006073
                 478,            0.017642,            0.024454,           0.0034339,             0.81834,             0.82337,             0.85472,              0.7272,            0.018866,             0.02132,            0.010576,           0.0060647,           0.0060647,           0.0060647
                 479,            0.017543,            0.024412,           0.0036465,             0.88226,             0.77035,             0.84805,             0.72015,            0.018967,            0.021245,            0.010817,           0.0060565,           0.0060565,           0.0060565
                 480,            0.018677,            0.028245,           0.0036664,              0.8468,             0.78408,             0.84795,             0.71554,            0.019151,             0.02165,            0.012025,           0.0060482,           0.0060482,           0.0060482
                 481,            0.017637,            0.024341,            0.003775,             0.84209,             0.76325,             0.83898,             0.70754,             0.01934,            0.021216,            0.012373,             0.00604,             0.00604,             0.00604
                 482,            0.017536,             0.02404,           0.0039046,             0.78177,             0.78294,              0.8251,             0.70148,             0.01899,            0.021184,            0.012651,           0.0060318,           0.0060318,           0.0060318
                 483,            0.016625,            0.024293,           0.0034199,             0.85002,             0.75801,             0.82777,             0.70616,            0.018823,            0.021251,            0.012429,           0.0060235,           0.0060235,           0.0060235
                 484,            0.016878,            0.024826,           0.0044014,             0.93053,             0.73551,             0.84004,             0.71002,            0.018967,            0.021605,            0.011839,           0.0060152,           0.0060152,           0.0060152
                 485,            0.016469,             0.02377,           0.0037708,             0.89339,             0.78629,             0.83814,             0.70962,            0.019288,            0.021545,            0.010853,            0.006007,            0.006007,            0.006007
                 486,             0.01709,            0.025229,           0.0034571,             0.88565,             0.78211,             0.83746,             0.70344,            0.019016,              0.0211,            0.010936,           0.0059988,           0.0059988,           0.0059988
                 487,              0.0174,            0.024659,           0.0036025,              0.8863,             0.78512,             0.84443,             0.70385,            0.018605,            0.019689,            0.010975,           0.0059905,           0.0059905,           0.0059905
                 488,            0.016329,            0.023848,           0.0033814,             0.88774,              0.7905,             0.84315,             0.70162,            0.018624,            0.019466,            0.011635,           0.0059823,           0.0059823,           0.0059823
                 489,            0.017382,            0.025718,           0.0036065,             0.85077,             0.77839,             0.82483,             0.67499,            0.018819,            0.020073,            0.014046,            0.005974,            0.005974,            0.005974
                 490,            0.018382,            0.026916,           0.0036407,             0.82296,             0.76182,             0.82857,             0.68715,             0.01931,            0.021397,            0.014589,           0.0059658,           0.0059658,           0.0059658
                 491,            0.016079,            0.024763,           0.0035277,             0.88677,             0.72723,             0.83224,             0.69143,            0.018872,            0.020907,            0.013705,           0.0059575,           0.0059575,           0.0059575
                 492,            0.016258,            0.024686,           0.0035856,              0.8072,             0.78617,             0.84288,             0.70795,            0.018601,            0.020628,            0.013475,           0.0059493,           0.0059493,           0.0059493
                 493,            0.016583,            0.024649,           0.0033021,             0.78364,             0.77945,             0.81972,             0.67622,            0.019351,            0.021256,            0.014507,            0.005941,            0.005941,            0.005941
                 494,            0.018059,            0.023803,           0.0035407,             0.82041,             0.75428,             0.82227,             0.68306,            0.019261,            0.020921,            0.013818,           0.0059328,           0.0059328,           0.0059328
                 495,            0.017077,            0.024444,           0.0033342,             0.80621,             0.79722,             0.83495,             0.69852,            0.019065,            0.020855,            0.012611,           0.0059245,           0.0059245,           0.0059245
                 496,            0.017077,            0.024494,            0.004121,             0.82294,             0.77984,             0.83818,             0.69904,            0.019106,            0.020851,            0.012573,           0.0059163,           0.0059163,           0.0059163
                 497,            0.016392,            0.023862,           0.0034306,             0.83238,             0.77682,             0.83531,             0.69573,            0.019064,            0.020947,            0.012309,            0.005908,            0.005908,            0.005908
                 498,            0.017593,            0.024993,           0.0031386,             0.85135,             0.77917,             0.84244,             0.70305,            0.018836,            0.021134,             0.01189,           0.0058998,           0.0058998,           0.0058998
                 499,            0.017601,            0.025382,           0.0036262,             0.83534,             0.77978,             0.84111,             0.70273,            0.018911,            0.020468,             0.01208,           0.0058915,           0.0058915,           0.0058915
                 500,            0.017571,            0.024113,           0.0036969,             0.83423,             0.80313,              0.8422,             0.69984,            0.019034,            0.019872,            0.011598,           0.0058833,           0.0058833,           0.0058833
                 501,            0.017254,            0.024662,           0.0036739,             0.86748,             0.79361,             0.84506,             0.70769,            0.019019,            0.019895,            0.011783,            0.005875,            0.005875,            0.005875
                 502,            0.018322,            0.025208,           0.0033828,             0.86776,             0.80361,              0.8432,             0.71128,            0.018848,             0.01977,            0.010945,           0.0058668,           0.0058668,           0.0058668
                 503,            0.016392,            0.023334,             0.00359,             0.87552,             0.80259,             0.84272,             0.70445,            0.018927,            0.019653,            0.010289,           0.0058585,           0.0058585,           0.0058585
                 504,            0.016658,            0.024559,           0.0033408,               0.828,             0.82217,             0.84512,             0.70995,             0.01875,            0.019629,            0.010826,           0.0058503,           0.0058503,           0.0058503
                 505,            0.017041,            0.024794,           0.0035599,             0.86316,              0.8192,             0.85365,             0.72025,            0.018621,            0.020119,            0.011675,            0.005842,            0.005842,            0.005842
                 506,              0.0174,            0.023896,           0.0031065,             0.90273,             0.79653,             0.85018,             0.70815,            0.018636,            0.020212,            0.012205,           0.0058337,           0.0058337,           0.0058337
                 507,            0.016961,            0.024063,            0.003345,             0.85563,             0.80323,              0.8422,             0.70166,            0.018514,            0.020166,            0.012074,           0.0058255,           0.0058255,           0.0058255
                 508,            0.016256,            0.025159,           0.0034681,             0.84317,             0.80352,             0.85423,              0.7088,            0.018438,             0.02015,            0.012378,           0.0058173,           0.0058173,           0.0058173
                 509,            0.016343,            0.023191,           0.0033824,             0.86746,             0.77709,              0.8586,             0.71354,            0.018722,            0.020644,            0.012235,            0.005809,            0.005809,            0.005809
                 510,            0.017347,            0.024813,           0.0032663,             0.91864,             0.76016,             0.86384,             0.71761,            0.018691,            0.020985,            0.011591,           0.0058008,           0.0058008,           0.0058008
                 511,            0.016682,             0.02436,           0.0033669,             0.88687,             0.81203,             0.86307,             0.71599,            0.018643,             0.02054,            0.010713,           0.0057925,           0.0057925,           0.0057925
                 512,            0.016614,            0.025479,           0.0032787,             0.86741,             0.82478,             0.86432,             0.71747,            0.018361,            0.020205,            0.010498,           0.0057843,           0.0057843,           0.0057843
                 513,            0.015917,             0.02403,           0.0033525,             0.81059,             0.83645,             0.85506,             0.70251,            0.018492,            0.020617,            0.010666,            0.005776,            0.005776,            0.005776
                 514,            0.016898,            0.023424,           0.0038408,             0.83835,             0.79646,             0.84682,             0.70834,            0.018517,             0.02079,              0.0113,           0.0057678,           0.0057678,           0.0057678
                 515,            0.015215,            0.023566,           0.0029348,             0.83854,             0.79557,              0.8453,             0.71048,            0.018605,             0.02088,            0.012293,           0.0057595,           0.0057595,           0.0057595
                 516,            0.016094,            0.023016,           0.0030974,              0.8382,             0.78743,             0.83758,             0.71043,            0.018686,            0.021003,            0.013323,           0.0057513,           0.0057513,           0.0057513
                 517,            0.016221,            0.023684,            0.003712,             0.85142,             0.78168,             0.83788,             0.70479,            0.018895,            0.021538,            0.013002,            0.005743,            0.005743,            0.005743
                 518,            0.016878,            0.024527,           0.0036946,             0.84858,             0.78669,             0.84039,             0.70682,            0.018893,            0.021469,            0.012743,           0.0057347,           0.0057347,           0.0057347
                 519,            0.016683,            0.024514,           0.0035423,             0.81315,             0.78348,             0.83389,             0.69452,            0.018702,            0.021254,            0.013541,           0.0057265,           0.0057265,           0.0057265
                 520,             0.01674,            0.023944,           0.0033644,             0.84978,             0.78253,             0.83644,             0.70824,            0.018625,            0.021812,            0.013269,           0.0057183,           0.0057183,           0.0057183
                 521,            0.016152,            0.023714,           0.0034364,             0.84778,             0.79434,             0.84736,             0.70701,             0.01872,             0.02194,            0.012291,             0.00571,             0.00571,             0.00571
                 522,            0.016968,            0.023275,           0.0034533,             0.86086,             0.77919,             0.84428,             0.70502,            0.018822,            0.021118,            0.012951,           0.0057018,           0.0057018,           0.0057018
                 523,            0.016453,            0.024933,           0.0032053,             0.87347,             0.78003,             0.84674,             0.70364,            0.018926,            0.021198,            0.012299,           0.0056935,           0.0056935,           0.0056935
                 524,            0.016102,            0.022027,           0.0037721,               0.864,             0.79723,             0.84857,              0.7139,            0.019131,            0.022045,            0.012227,           0.0056853,           0.0056853,           0.0056853
                 525,            0.016817,            0.026071,           0.0035424,             0.91013,             0.78502,             0.85252,             0.72486,            0.018806,            0.021685,             0.01174,            0.005677,            0.005677,            0.005677
                 526,            0.016898,            0.023541,           0.0032686,             0.87002,             0.77172,             0.85351,             0.72192,            0.018847,             0.02128,            0.012002,           0.0056688,           0.0056688,           0.0056688
                 527,            0.016972,            0.024332,           0.0034357,             0.83515,             0.78886,             0.84355,             0.70701,            0.019062,            0.021262,             0.01199,           0.0056605,           0.0056605,           0.0056605
                 528,            0.016042,            0.022653,            0.003468,             0.82077,             0.80314,              0.8402,             0.70995,            0.018864,            0.021443,            0.011812,           0.0056523,           0.0056523,           0.0056523
                 529,            0.016112,            0.024409,           0.0031828,             0.83711,             0.80006,             0.84608,             0.71508,            0.018719,            0.021618,             0.01105,            0.005644,            0.005644,            0.005644
                 530,            0.016927,            0.024451,           0.0035078,             0.83588,             0.80067,             0.84694,             0.70303,            0.019054,            0.021887,            0.011041,           0.0056357,           0.0056357,           0.0056357
                 531,            0.016161,            0.021997,           0.0039771,             0.83457,             0.80131,             0.84618,              0.7065,            0.018812,            0.022637,            0.011048,           0.0056275,           0.0056275,           0.0056275
                 532,            0.016367,            0.024036,           0.0038612,              0.8291,             0.79982,             0.84639,             0.71165,            0.018928,            0.022645,            0.011101,           0.0056193,           0.0056193,           0.0056193
                 533,            0.016287,            0.022675,            0.003557,             0.82884,             0.80759,             0.85006,             0.71472,            0.019097,            0.022539,            0.010656,            0.005611,            0.005611,            0.005611
                 534,            0.016909,            0.023247,           0.0033596,             0.83354,              0.8012,             0.85455,             0.71064,            0.019093,            0.022757,            0.010621,           0.0056028,           0.0056028,           0.0056028
                 535,            0.016111,            0.023508,           0.0035649,             0.84258,             0.81096,             0.85706,             0.71341,            0.019185,            0.023227,            0.010013,           0.0055945,           0.0055945,           0.0055945
                 536,            0.016052,            0.024073,           0.0034494,             0.84094,              0.8097,             0.85048,             0.71254,            0.019042,            0.022695,            0.010457,           0.0055863,           0.0055863,           0.0055863
                 537,            0.016294,            0.024882,           0.0034814,             0.84465,             0.80203,             0.84832,              0.7175,            0.019034,            0.022909,            0.010674,            0.005578,            0.005578,            0.005578
                 538,            0.016276,            0.023109,           0.0032547,             0.84828,             0.80724,             0.85051,             0.70659,             0.01919,            0.022318,            0.010798,           0.0055698,           0.0055698,           0.0055698
                 539,            0.016044,            0.024987,           0.0030939,             0.83437,             0.81514,             0.85433,             0.72056,            0.018942,            0.021688,            0.010669,           0.0055615,           0.0055615,           0.0055615
                 540,            0.016639,            0.024534,           0.0035163,             0.87515,             0.78805,             0.86049,             0.71678,            0.018863,            0.021992,            0.010454,           0.0055533,           0.0055533,           0.0055533
                 541,            0.015319,            0.022884,           0.0034337,             0.86518,             0.78873,               0.862,             0.71957,            0.018891,            0.022308,            0.010511,            0.005545,            0.005545,            0.005545
                 542,            0.016744,              0.0249,           0.0032129,             0.85782,             0.79497,             0.86693,             0.72866,            0.018881,            0.022062,            0.010596,           0.0055368,           0.0055368,           0.0055368
                 543,            0.015864,             0.02294,           0.0034063,             0.85224,              0.8052,             0.86057,             0.71521,            0.018999,            0.022304,             0.01038,           0.0055285,           0.0055285,           0.0055285
                 544,            0.015718,            0.024486,           0.0032542,             0.84138,             0.80644,             0.85378,             0.71403,            0.018759,            0.021465,            0.010449,           0.0055202,           0.0055202,           0.0055202
                 545,            0.015495,            0.023494,           0.0031827,             0.84429,              0.7843,             0.84978,             0.70937,            0.018596,            0.020905,            0.011982,            0.005512,            0.005512,            0.005512
                 546,            0.016684,             0.02298,           0.0033839,             0.82254,             0.81205,             0.85585,             0.71782,            0.018603,            0.021103,            0.010889,           0.0055038,           0.0055038,           0.0055038
                 547,            0.016307,            0.022967,           0.0034341,              0.8437,             0.81622,             0.85396,             0.71515,            0.018564,            0.021512,              0.0107,           0.0054955,           0.0054955,           0.0054955
                 548,            0.016108,              0.0236,            0.003557,              0.8432,             0.82102,             0.86244,             0.72558,             0.01853,            0.022258,           0.0096413,           0.0054872,           0.0054872,           0.0054872
                 549,             0.01544,            0.021908,           0.0031552,             0.84415,             0.82231,             0.85689,             0.72494,            0.018839,            0.022889,           0.0098129,            0.005479,            0.005479,            0.005479
                 550,            0.016243,            0.022875,            0.003083,             0.87316,              0.7919,              0.8688,             0.72168,            0.018924,            0.022374,            0.011143,           0.0054707,           0.0054707,           0.0054707
                 551,            0.016562,            0.023231,           0.0034033,             0.90988,             0.78749,             0.87136,             0.72773,            0.018906,            0.022099,            0.010501,           0.0054625,           0.0054625,           0.0054625
                 552,            0.016103,            0.024265,           0.0037024,              0.8696,                0.81,             0.86941,             0.72043,            0.018829,             0.02199,            0.010318,           0.0054542,           0.0054542,           0.0054542
                 553,            0.015715,            0.022153,           0.0031614,             0.86246,             0.81513,             0.86778,             0.72151,            0.018664,             0.02202,           0.0098799,            0.005446,            0.005446,            0.005446
                 554,            0.015968,            0.024889,           0.0031317,             0.89157,             0.79973,             0.85644,             0.71047,            0.018637,            0.021281,            0.010322,           0.0054377,           0.0054377,           0.0054377
                 555,             0.01588,            0.024324,           0.0033067,              0.8673,             0.80232,             0.85208,             0.71145,            0.018626,            0.020729,            0.010792,           0.0054295,           0.0054295,           0.0054295
                 556,            0.016317,            0.024921,           0.0032448,             0.86466,             0.79872,             0.85066,             0.71868,            0.018706,            0.021166,            0.010754,           0.0054212,           0.0054212,           0.0054212
                 557,            0.016882,            0.024178,           0.0033549,             0.85533,             0.77595,              0.8553,             0.72033,            0.018844,            0.022079,             0.01143,            0.005413,            0.005413,            0.005413
                 558,            0.016718,            0.023726,            0.003162,             0.85931,             0.78621,             0.85919,             0.70842,            0.018973,            0.021228,            0.012496,           0.0054048,           0.0054048,           0.0054048
                 559,            0.015837,            0.022453,           0.0034849,             0.88779,             0.78432,             0.85819,              0.7051,            0.018959,            0.020987,             0.01164,           0.0053965,           0.0053965,           0.0053965
                 560,             0.01582,            0.021874,           0.0033628,              0.8713,             0.78688,             0.86286,             0.71264,            0.019054,            0.021641,            0.010714,           0.0053882,           0.0053882,           0.0053882
                 561,            0.016122,            0.023092,           0.0035761,             0.84856,              0.8193,              0.8537,             0.70299,            0.019166,            0.021652,            0.010522,             0.00538,             0.00538,             0.00538
                 562,             0.01667,            0.023301,           0.0031812,             0.85023,             0.81346,             0.85233,             0.70862,             0.01894,            0.021392,            0.010748,           0.0053717,           0.0053717,           0.0053717
                 563,            0.015774,            0.022681,            0.003385,             0.81694,             0.82523,             0.83705,             0.69694,            0.019018,            0.021997,            0.012234,           0.0053635,           0.0053635,           0.0053635
                 564,            0.015426,            0.021883,           0.0031922,             0.80978,             0.81772,             0.85021,             0.71229,             0.01854,            0.021384,            0.012359,           0.0053552,           0.0053552,           0.0053552
                 565,            0.015146,            0.023021,           0.0029066,             0.82847,             0.80542,             0.85213,             0.70724,            0.018493,            0.021572,            0.012211,            0.005347,            0.005347,            0.005347
                 566,            0.016903,            0.023378,           0.0032302,             0.82542,             0.82124,             0.85908,             0.71023,            0.018513,            0.021822,            0.011535,           0.0053387,           0.0053387,           0.0053387
                 567,            0.015315,            0.023314,           0.0032738,             0.81661,             0.82818,             0.86566,             0.72663,            0.018632,            0.022119,            0.010825,           0.0053305,           0.0053305,           0.0053305
                 568,            0.015407,            0.021787,           0.0031571,             0.81796,             0.83108,             0.86663,             0.72878,             0.01837,             0.02186,            0.010334,           0.0053223,           0.0053223,           0.0053223
                 569,            0.015976,            0.023612,           0.0035713,             0.86903,             0.78653,             0.84528,             0.70735,            0.018175,            0.021475,            0.011672,            0.005314,            0.005314,            0.005314
                 570,            0.016244,            0.023477,           0.0033028,             0.84665,              0.7895,             0.84313,             0.70764,            0.018045,            0.021621,            0.011946,           0.0053058,           0.0053058,           0.0053058
                 571,            0.016266,            0.022862,           0.0034131,             0.85181,             0.78878,             0.84148,             0.70661,            0.018234,            0.021686,             0.01156,           0.0052975,           0.0052975,           0.0052975
                 572,            0.017043,             0.02264,            0.003442,             0.85507,               0.784,             0.84389,             0.71694,            0.018629,            0.022055,              0.0118,           0.0052892,           0.0052892,           0.0052892
                 573,            0.017224,            0.023331,           0.0035357,             0.83979,             0.79157,             0.84175,             0.71108,            0.018762,            0.022004,            0.012035,            0.005281,            0.005281,            0.005281
                 574,            0.016507,            0.022553,           0.0031268,             0.84995,              0.8023,             0.84011,             0.70142,            0.018482,             0.02196,            0.011109,           0.0052727,           0.0052727,           0.0052727
                 575,            0.016493,            0.023398,           0.0032894,             0.86373,              0.7945,             0.83642,             0.70135,            0.018536,            0.021999,             0.01115,           0.0052645,           0.0052645,           0.0052645
                 576,             0.01543,            0.023532,           0.0031211,             0.85502,             0.80126,             0.84587,             0.70836,            0.018486,            0.021926,            0.010563,           0.0052562,           0.0052562,           0.0052562
                 577,             0.01489,            0.021969,           0.0032476,             0.89353,             0.74987,             0.84815,             0.71255,            0.018232,             0.02121,            0.010699,            0.005248,            0.005248,            0.005248
                 578,            0.015903,            0.021918,           0.0031589,               0.885,             0.76505,             0.84034,             0.70574,            0.018298,            0.020534,            0.010735,           0.0052397,           0.0052397,           0.0052397
                 579,             0.01571,            0.022398,           0.0031068,             0.86814,             0.76923,             0.83145,              0.7022,            0.018203,            0.020718,            0.011347,           0.0052315,           0.0052315,           0.0052315
                 580,            0.015717,            0.022653,           0.0031327,             0.83633,             0.78945,             0.82672,             0.70621,            0.018197,            0.021652,            0.012108,           0.0052233,           0.0052233,           0.0052233
                 581,            0.015915,            0.022882,           0.0029953,             0.84636,             0.78766,             0.82431,             0.69871,            0.018486,            0.022749,            0.012013,            0.005215,            0.005215,            0.005215
                 582,            0.016349,            0.022834,           0.0030344,             0.84036,              0.7717,             0.82499,             0.70545,            0.018539,            0.022508,            0.012033,           0.0052068,           0.0052068,           0.0052068
                 583,            0.015797,            0.023227,           0.0033366,             0.82935,             0.77623,             0.82355,             0.69848,             0.01866,            0.022262,            0.012117,           0.0051985,           0.0051985,           0.0051985
                 584,            0.016043,            0.022198,           0.0036188,             0.81279,             0.78468,             0.82932,             0.69963,            0.018771,            0.022527,            0.011762,           0.0051902,           0.0051902,           0.0051902
                 585,             0.01573,            0.021768,           0.0036174,             0.82052,             0.77436,             0.82954,             0.69671,             0.01884,            0.022841,            0.011951,            0.005182,            0.005182,            0.005182
                 586,            0.016035,            0.022163,           0.0031812,             0.81075,             0.79547,             0.82762,             0.69743,            0.018886,            0.022603,            0.012305,           0.0051737,           0.0051737,           0.0051737
                 587,            0.015783,            0.023814,           0.0029481,             0.84025,             0.76523,             0.82761,             0.69438,            0.018744,            0.022299,            0.011973,           0.0051655,           0.0051655,           0.0051655
                 588,            0.015027,            0.022548,           0.0031136,             0.80748,             0.79382,             0.82607,              0.6977,            0.018522,            0.022505,            0.011725,           0.0051572,           0.0051572,           0.0051572
                 589,            0.015911,            0.024503,            0.003537,             0.83426,              0.7834,             0.83505,             0.70586,            0.018574,            0.022228,            0.011744,            0.005149,            0.005149,            0.005149
                 590,            0.015265,            0.022123,           0.0031592,             0.87932,             0.75623,             0.85293,              0.7218,            0.018491,             0.02237,              0.0116,           0.0051407,           0.0051407,           0.0051407
                 591,            0.015277,            0.023672,           0.0027182,             0.87682,             0.74307,             0.84031,             0.71511,            0.018815,            0.022774,            0.011556,           0.0051325,           0.0051325,           0.0051325
                 592,            0.015692,            0.023583,           0.0035905,             0.85147,             0.77523,             0.83494,             0.70517,            0.019001,            0.023001,              0.0117,           0.0051243,           0.0051243,           0.0051243
                 593,            0.015402,            0.022585,           0.0035405,             0.87606,             0.76295,             0.83482,             0.70479,            0.018951,            0.022985,            0.011373,            0.005116,            0.005116,            0.005116
                 594,            0.016223,            0.023619,           0.0029728,             0.81289,             0.76489,             0.83372,             0.71414,            0.018923,            0.023028,            0.012066,           0.0051078,           0.0051078,           0.0051078
                 595,            0.015463,             0.02331,           0.0031991,             0.80077,             0.76457,             0.81888,             0.70568,            0.018707,            0.022796,            0.012774,           0.0050995,           0.0050995,           0.0050995
                 596,            0.015869,            0.022918,           0.0030563,             0.81101,             0.74338,             0.81536,             0.69246,            0.018786,            0.022464,            0.013826,           0.0050912,           0.0050912,           0.0050912
                 597,            0.015816,              0.0233,           0.0035248,             0.84634,             0.71733,             0.80412,             0.68039,            0.018828,            0.022366,            0.013366,            0.005083,            0.005083,            0.005083
                 598,            0.017002,             0.02456,           0.0033866,             0.81204,             0.75989,             0.80532,             0.68432,            0.019084,            0.022975,            0.013253,           0.0050747,           0.0050747,           0.0050747
                 599,            0.015595,             0.02366,           0.0032214,             0.81524,               0.756,              0.8021,             0.68255,            0.018985,            0.022746,            0.013432,           0.0050665,           0.0050665,           0.0050665
                 600,            0.015457,            0.022276,           0.0031347,              0.8118,             0.78318,             0.82118,             0.70335,            0.018976,            0.022312,             0.01315,           0.0050582,           0.0050582,           0.0050582
                 601,            0.014962,            0.021556,           0.0030633,             0.79651,             0.78303,             0.82607,             0.70236,             0.01883,            0.021326,            0.013125,             0.00505,             0.00505,             0.00505
                 602,            0.015637,            0.021663,           0.0030222,             0.79411,             0.77753,             0.82332,             0.70412,             0.01896,            0.021741,            0.012902,           0.0050417,           0.0050417,           0.0050417
                 603,            0.016129,            0.024035,           0.0030157,             0.84157,             0.74038,             0.80676,             0.69052,            0.019135,            0.022299,            0.013676,           0.0050335,           0.0050335,           0.0050335
                 604,            0.014826,            0.021357,           0.0029957,             0.82593,             0.77684,             0.80741,             0.68779,            0.019069,            0.022421,            0.013033,           0.0050253,           0.0050253,           0.0050253
                 605,            0.015589,            0.022902,           0.0031877,             0.85417,             0.76412,             0.82596,             0.70027,            0.018859,             0.02266,            0.012037,            0.005017,            0.005017,            0.005017
                 606,            0.015666,             0.02058,           0.0029056,             0.89576,             0.74836,             0.83057,             0.69832,            0.018863,            0.022403,            0.013011,           0.0050087,           0.0050087,           0.0050087
                 607,            0.014774,            0.019906,           0.0029825,             0.86833,             0.75577,             0.82419,             0.69209,            0.018859,            0.021867,            0.013741,           0.0050005,           0.0050005,           0.0050005
                 608,            0.014929,            0.020572,           0.0035765,             0.88495,             0.75556,             0.83051,             0.69053,            0.019046,            0.022056,            0.012917,           0.0049923,           0.0049923,           0.0049923
                 609,            0.015619,            0.022275,           0.0034042,             0.87145,             0.75747,             0.82924,             0.69166,            0.019228,             0.02204,            0.011761,            0.004984,            0.004984,            0.004984
                 610,            0.015661,            0.021778,           0.0031861,             0.83863,             0.78033,             0.83343,             0.69412,              0.0191,            0.021708,            0.011714,           0.0049758,           0.0049758,           0.0049758
                 611,             0.01534,            0.021471,           0.0031104,             0.84419,             0.76165,             0.83008,             0.69236,             0.01895,            0.021598,            0.013128,           0.0049675,           0.0049675,           0.0049675
                 612,            0.014841,            0.021238,           0.0034283,             0.79759,             0.78666,             0.82675,             0.69204,            0.018871,            0.021645,            0.013844,           0.0049593,           0.0049593,           0.0049593
                 613,            0.014863,            0.022188,           0.0032331,              0.8066,             0.76641,             0.81964,              0.6829,            0.018914,            0.021753,            0.013885,            0.004951,            0.004951,            0.004951
                 614,            0.015595,            0.022795,           0.0033358,             0.82994,              0.7296,             0.81456,             0.68871,            0.018781,            0.021573,            0.013927,           0.0049428,           0.0049428,           0.0049428
                 615,            0.015001,            0.023386,           0.0031188,             0.79886,             0.75645,             0.80401,             0.67765,            0.018862,            0.021687,            0.014037,           0.0049345,           0.0049345,           0.0049345
                 616,            0.015781,            0.024939,           0.0032489,             0.86158,              0.7193,             0.79738,             0.67527,            0.018903,            0.021835,            0.014385,           0.0049263,           0.0049263,           0.0049263
                 617,             0.01555,            0.023699,           0.0034273,             0.83216,             0.75382,             0.79862,             0.67761,            0.018767,            0.021641,            0.014204,            0.004918,            0.004918,            0.004918
                 618,            0.015785,             0.02362,           0.0033123,             0.85022,             0.73646,             0.80575,             0.68014,            0.018997,             0.02202,            0.013348,           0.0049098,           0.0049098,           0.0049098
                 619,            0.015667,            0.021379,           0.0036941,              0.8482,             0.75668,              0.8094,             0.68603,            0.018914,            0.022247,            0.012847,           0.0049015,           0.0049015,           0.0049015
                 620,            0.015667,            0.023745,           0.0030616,             0.85614,             0.75802,             0.80622,             0.68692,            0.018819,            0.021896,            0.013172,           0.0048933,           0.0048933,           0.0048933
                 621,            0.015632,            0.023632,           0.0033402,             0.84537,             0.75912,             0.80368,             0.68252,            0.018785,            0.021703,            0.013663,            0.004885,            0.004885,            0.004885
                 622,             0.01607,             0.02251,           0.0032609,             0.85623,             0.76631,             0.81786,             0.68847,              0.0187,            0.021408,            0.013054,           0.0048768,           0.0048768,           0.0048768
                 623,            0.015553,             0.02332,           0.0031703,              0.8338,             0.74857,             0.81152,             0.69154,            0.018722,            0.021049,            0.013317,           0.0048685,           0.0048685,           0.0048685
