               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.025148,            0.035909,           0.0078617,             0.79062,             0.78078,             0.82896,             0.64418,            0.023405,            0.020674,            0.010629,            0.008845,            0.008845,            0.008845
                 156,            0.025485,            0.034996,           0.0066404,             0.90153,             0.74684,             0.84312,             0.63761,            0.022848,            0.020722,            0.010453,           0.0088375,           0.0088375,           0.0088375
                 157,            0.026866,            0.038375,           0.0067953,              0.8696,             0.78387,             0.84603,              0.6706,              0.0222,            0.020754,            0.010396,             0.00883,             0.00883,             0.00883
                 158,            0.025745,            0.037444,            0.006861,             0.87038,             0.77657,             0.83617,             0.66042,            0.022745,             0.02189,            0.011771,           0.0088225,           0.0088225,           0.0088225
                 159,            0.024375,            0.034861,           0.0073499,             0.85234,             0.81028,             0.85313,             0.67327,            0.021243,            0.020554,            0.011486,            0.008815,            0.008815,            0.008815
                 160,             0.02447,            0.036725,           0.0063741,              0.8539,             0.78548,              0.8473,             0.65739,             0.02261,            0.020707,            0.011336,           0.0088075,           0.0088075,           0.0088075
                 161,            0.025273,            0.035292,           0.0074296,             0.82854,             0.80724,             0.83877,             0.67109,            0.021483,            0.020007,            0.010636,              0.0088,              0.0088,              0.0088
                 162,             0.02441,            0.034834,           0.0067682,             0.84606,             0.73732,             0.82449,             0.65217,             0.02159,            0.020035,             0.01221,           0.0087925,           0.0087925,           0.0087925
                 163,            0.024318,            0.035069,           0.0071177,             0.85041,             0.71652,             0.81197,             0.63858,              0.0231,            0.021094,            0.013219,            0.008785,            0.008785,            0.008785
                 164,            0.024386,            0.034021,           0.0072201,             0.88729,              0.7835,             0.83183,             0.65148,            0.022021,             0.02118,            0.012453,           0.0087775,           0.0087775,           0.0087775
                 165,            0.025348,            0.036909,           0.0069466,             0.92464,              0.7752,             0.85073,             0.67804,            0.020794,            0.020425,             0.01107,             0.00877,             0.00877,             0.00877
                 166,            0.023195,            0.033174,           0.0065591,             0.90902,             0.78676,             0.85499,             0.67248,             0.02135,            0.019918,            0.010623,           0.0087625,           0.0087625,           0.0087625
                 167,            0.023466,            0.033366,           0.0069588,             0.83574,             0.81309,              0.8447,               0.676,            0.021589,            0.020615,            0.010943,            0.008755,            0.008755,            0.008755
                 168,            0.023706,            0.036645,           0.0061003,             0.89569,             0.75866,             0.83507,             0.64581,            0.022222,            0.020891,            0.012432,           0.0087475,           0.0087475,           0.0087475
                 169,            0.024687,            0.038037,           0.0074495,             0.85756,             0.79934,             0.84134,             0.65864,            0.021624,            0.020679,            0.010494,             0.00874,             0.00874,             0.00874
                 170,            0.022946,            0.033707,           0.0065353,             0.81868,             0.83605,             0.86796,             0.69693,            0.022039,            0.019794,            0.010539,           0.0087325,           0.0087325,           0.0087325
                 171,            0.024705,            0.035799,           0.0067157,             0.84218,             0.78943,             0.84065,             0.65546,            0.021517,            0.020661,            0.011418,            0.008725,            0.008725,            0.008725
                 172,            0.023761,            0.036112,           0.0069612,             0.81334,             0.80641,             0.84192,             0.67669,            0.021349,            0.020515,            0.011288,           0.0087175,           0.0087175,           0.0087175
                 173,            0.025547,            0.033586,           0.0078416,             0.74274,             0.81502,             0.81787,             0.66817,            0.021445,             0.02235,            0.010405,             0.00871,             0.00871,             0.00871
                 174,            0.025104,              0.0359,           0.0063622,             0.90186,             0.77669,             0.82083,             0.66975,            0.021639,            0.021154,            0.010146,           0.0087025,           0.0087025,           0.0087025
                 175,             0.02377,            0.036576,           0.0063617,             0.86128,              0.7987,             0.84471,             0.67485,            0.021302,            0.020758,            0.010411,            0.008695,            0.008695,            0.008695
                 176,            0.025198,            0.035488,           0.0063173,             0.81581,             0.79304,             0.83786,             0.66713,            0.021901,            0.020717,            0.010456,           0.0086875,           0.0086875,           0.0086875
                 177,            0.023824,             0.03902,           0.0065665,             0.80864,             0.80746,              0.8225,             0.65382,            0.020907,            0.020862,             0.01091,             0.00868,             0.00868,             0.00868
                 178,            0.024641,            0.037125,            0.006791,             0.78233,             0.80449,             0.82933,             0.68193,            0.021411,            0.020617,            0.011015,           0.0086725,           0.0086725,           0.0086725
                 179,            0.023216,            0.033837,           0.0066405,             0.86155,              0.8062,             0.83975,             0.67139,             0.02161,            0.020035,            0.010883,            0.008665,            0.008665,            0.008665
                 180,            0.023716,            0.034855,           0.0067333,             0.87477,             0.77034,             0.85444,             0.67419,            0.022105,            0.020214,            0.011213,           0.0086575,           0.0086575,           0.0086575
                 181,            0.024601,            0.034291,            0.006402,             0.86041,             0.80805,             0.85195,             0.69932,            0.020704,            0.019735,            0.010553,             0.00865,             0.00865,             0.00865
                 182,            0.023567,            0.032913,            0.006402,             0.86535,             0.80176,             0.84891,             0.68825,            0.021102,            0.019794,            0.010235,           0.0086425,           0.0086425,           0.0086425
                 183,            0.024804,            0.034682,           0.0078062,             0.89425,             0.82158,             0.85203,             0.68651,            0.020907,            0.020413,            0.010603,            0.008635,            0.008635,            0.008635
                 184,            0.023081,            0.033933,           0.0066662,             0.85647,             0.82667,             0.85219,              0.6717,            0.021738,            0.021175,           0.0098173,           0.0084903,           0.0084903,           0.0084903
                 185,            0.024198,            0.038391,           0.0067656,             0.86156,             0.79883,             0.83097,             0.66769,            0.021634,            0.021599,            0.010639,            0.008482,            0.008482,            0.008482
                 186,            0.023097,            0.033627,           0.0063555,             0.79852,             0.79381,              0.8157,              0.6571,            0.021932,            0.021846,            0.011726,           0.0084738,           0.0084738,           0.0084738
                 187,            0.023595,            0.033767,           0.0063682,             0.82864,             0.78438,             0.83637,             0.67408,            0.021101,            0.020298,            0.011751,           0.0084655,           0.0084655,           0.0084655
                 188,            0.023299,             0.03324,           0.0068332,               0.874,             0.75273,             0.83187,             0.66994,            0.021426,            0.021482,            0.011514,           0.0084573,           0.0084573,           0.0084573
                 189,            0.024009,             0.03725,           0.0065276,             0.76549,             0.78686,             0.81174,             0.63506,            0.023243,            0.022746,            0.012747,            0.008449,            0.008449,            0.008449
                 190,             0.02308,            0.032492,           0.0062305,             0.90773,             0.75201,             0.83819,               0.667,            0.022702,            0.021823,            0.011506,           0.0084408,           0.0084408,           0.0084408
                 191,             0.02459,            0.034336,           0.0069293,             0.80155,             0.72772,             0.78274,             0.62243,            0.022503,            0.024005,             0.01553,           0.0084325,           0.0084325,           0.0084325
                 192,            0.023684,            0.034245,           0.0063757,             0.77423,              0.7988,             0.81409,             0.65975,            0.021628,            0.020544,             0.01241,           0.0084242,           0.0084242,           0.0084242
                 193,            0.023195,            0.033908,           0.0066858,             0.80828,                0.81,              0.8325,             0.66788,            0.022084,            0.020777,            0.012039,            0.008416,            0.008416,            0.008416
                 194,            0.023308,            0.033284,           0.0060184,             0.75969,             0.82149,             0.81464,              0.6479,            0.021649,            0.021396,            0.011903,           0.0084078,           0.0084078,           0.0084078
                 195,            0.022839,             0.03486,           0.0063607,             0.75133,              0.8194,             0.81596,             0.66408,            0.020833,            0.021514,            0.011949,           0.0083995,           0.0083995,           0.0083995
                 196,            0.022946,            0.032807,           0.0060254,             0.80268,             0.82184,             0.84946,             0.67122,            0.021501,            0.021574,            0.011034,           0.0083913,           0.0083913,           0.0083913
                 197,            0.023035,            0.033039,           0.0063989,              0.7707,             0.79673,             0.82947,             0.66318,            0.021966,            0.022195,            0.011835,            0.008383,            0.008383,            0.008383
                 198,            0.023116,            0.034284,           0.0059609,              0.7947,             0.81809,             0.83938,              0.6638,             0.02144,            0.021798,            0.011818,           0.0083748,           0.0083748,           0.0083748
                 199,            0.024319,            0.036204,           0.0063355,              0.7765,              0.8175,             0.82784,              0.6883,            0.020858,            0.021677,            0.012039,           0.0083665,           0.0083665,           0.0083665
                 200,            0.022623,            0.034086,           0.0059465,             0.79913,             0.79216,             0.83227,             0.67302,            0.021323,            0.021694,            0.011538,           0.0083583,           0.0083583,           0.0083583
                 201,            0.022778,             0.03369,            0.006321,             0.81343,             0.79953,             0.82798,             0.67745,            0.020738,            0.021064,            0.010946,             0.00835,             0.00835,             0.00835
                 202,            0.021985,            0.033282,           0.0060045,             0.79373,              0.7694,             0.81649,             0.64691,            0.021425,            0.021569,            0.011642,           0.0083418,           0.0083418,           0.0083418
                 203,            0.023988,            0.033306,           0.0063625,             0.77492,              0.8007,             0.82058,             0.65367,            0.020538,            0.020648,              0.0105,           0.0083335,           0.0083335,           0.0083335
                 204,            0.023054,            0.033632,           0.0058022,               0.755,             0.79153,             0.80866,             0.61973,            0.021577,            0.021658,            0.011624,           0.0083252,           0.0083252,           0.0083252
                 205,             0.02274,            0.032109,           0.0061986,             0.72476,             0.77587,             0.80115,             0.64349,            0.022018,             0.02321,            0.012164,            0.008317,            0.008317,            0.008317
                 206,            0.022486,             0.03289,           0.0061463,             0.87224,             0.76711,             0.80973,             0.63589,            0.021413,            0.021186,            0.012187,           0.0083088,           0.0083088,           0.0083088
                 207,            0.023371,            0.034335,           0.0055256,             0.77646,             0.77205,              0.8087,             0.65058,            0.020332,            0.020819,            0.011584,           0.0083005,           0.0083005,           0.0083005
                 208,            0.022325,            0.032798,           0.0058467,             0.78005,             0.77898,             0.81183,             0.64202,            0.020993,            0.020763,            0.011748,           0.0082922,           0.0082922,           0.0082922
                 209,            0.021969,            0.031963,           0.0061948,             0.80948,             0.75547,             0.81499,             0.65157,            0.021223,            0.020602,            0.011768,            0.008284,            0.008284,            0.008284
                 210,            0.022305,            0.033121,           0.0061122,             0.83517,             0.77126,             0.82003,             0.65715,            0.021053,            0.020667,            0.010874,           0.0082758,           0.0082758,           0.0082758
                 211,            0.022719,            0.034353,           0.0059993,             0.79887,             0.79995,             0.83235,             0.67087,            0.020499,            0.019669,            0.010317,           0.0082675,           0.0082675,           0.0082675
                 212,            0.022168,            0.032579,           0.0061565,             0.84787,             0.77225,             0.83274,             0.66041,            0.020601,            0.019809,            0.011244,           0.0082593,           0.0082593,           0.0082593
                 213,            0.022331,            0.032788,           0.0058703,             0.80101,              0.8123,             0.82904,             0.65567,              0.0209,            0.019701,            0.012151,            0.008251,            0.008251,            0.008251
                 214,            0.022926,            0.032684,           0.0056796,             0.77175,             0.78994,             0.81847,             0.64081,            0.021045,            0.019885,            0.013423,           0.0082428,           0.0082428,           0.0082428
                 215,            0.023296,            0.032501,           0.0054522,             0.79406,              0.7865,              0.8333,             0.64667,            0.020791,            0.019655,            0.013528,           0.0082345,           0.0082345,           0.0082345
                 216,            0.021768,             0.03228,           0.0056914,             0.78659,             0.78705,             0.81587,              0.6567,            0.020997,            0.019935,            0.013814,           0.0082262,           0.0082262,           0.0082262
                 217,            0.021666,            0.032903,            0.005931,             0.83773,             0.76049,             0.84722,             0.67458,            0.021511,            0.020415,            0.012629,            0.008218,            0.008218,            0.008218
                 218,            0.022191,            0.031368,           0.0054765,             0.87136,             0.77904,             0.84656,             0.67636,            0.021492,            0.021028,            0.011995,           0.0082097,           0.0082097,           0.0082097
                 219,             0.02349,            0.034375,           0.0057317,             0.86466,             0.79335,             0.85371,             0.69878,            0.020185,            0.019602,             0.01078,           0.0082015,           0.0082015,           0.0082015
                 220,            0.021702,             0.03342,           0.0056282,              0.8471,             0.78088,              0.8364,             0.66204,            0.020921,            0.020746,             0.01113,           0.0081932,           0.0081932,           0.0081932
                 221,            0.022147,            0.033927,           0.0055769,             0.81529,             0.78603,              0.8294,             0.67359,            0.020962,            0.020565,            0.011316,            0.008185,            0.008185,            0.008185
                 222,            0.020861,            0.031331,           0.0054333,             0.79141,             0.74715,             0.80347,             0.67443,            0.020647,            0.020894,            0.011314,           0.0081767,           0.0081767,           0.0081767
                 223,            0.021547,            0.030949,           0.0062155,             0.79503,             0.81167,             0.82076,              0.6758,            0.020454,            0.020533,            0.010861,           0.0081685,           0.0081685,           0.0081685
                 224,            0.021123,            0.031807,           0.0053712,             0.80851,             0.79915,             0.82173,              0.6612,            0.021263,            0.020925,            0.011862,           0.0081603,           0.0081603,           0.0081603
                 225,            0.021899,            0.031516,           0.0050235,             0.81697,             0.77812,             0.82661,             0.66761,            0.021745,            0.020841,            0.012418,            0.008152,            0.008152,            0.008152
                 226,            0.022167,            0.031555,           0.0057068,              0.7988,             0.74303,             0.80505,             0.65444,            0.021662,            0.020528,            0.014368,           0.0081437,           0.0081437,           0.0081437
                 227,            0.022599,             0.03385,            0.006079,             0.79607,             0.76008,             0.81462,             0.65742,            0.021076,             0.02039,            0.014079,           0.0081355,           0.0081355,           0.0081355
                 228,            0.022426,             0.03305,           0.0056242,             0.84727,             0.75148,             0.81557,             0.66405,            0.020609,            0.020587,            0.013512,           0.0081272,           0.0081272,           0.0081272
                 229,            0.021796,            0.032406,           0.0056078,             0.85356,             0.76669,             0.81632,             0.67221,            0.021122,            0.020825,             0.01422,            0.008119,            0.008119,            0.008119
                 230,            0.021687,            0.032527,           0.0052747,             0.84454,             0.77973,             0.82549,             0.67911,            0.020519,            0.020335,            0.013545,           0.0081107,           0.0081107,           0.0081107
                 231,            0.023039,            0.032693,            0.005534,             0.81592,             0.79284,             0.83333,             0.67901,            0.019916,            0.019895,            0.012511,           0.0081025,           0.0081025,           0.0081025
                 232,            0.021445,            0.033002,           0.0051181,             0.83144,               0.802,              0.8481,             0.69857,            0.019725,            0.019675,            0.011794,           0.0080942,           0.0080942,           0.0080942
                 233,            0.021698,            0.030131,            0.006117,             0.82763,             0.78461,             0.85483,             0.69618,            0.019895,            0.019595,            0.012038,            0.008086,            0.008086,            0.008086
                 234,            0.022293,             0.03515,           0.0055208,             0.83692,             0.77758,             0.85194,             0.69317,            0.020437,            0.020915,            0.012232,           0.0080777,           0.0080777,           0.0080777
                 235,            0.021337,            0.031497,           0.0056107,             0.86958,             0.75222,             0.84119,             0.69219,            0.019788,            0.020808,            0.012669,           0.0080695,           0.0080695,           0.0080695
                 236,            0.021595,            0.032173,            0.005441,             0.86582,             0.76086,             0.84015,             0.68019,            0.020424,            0.020159,            0.012156,           0.0080613,           0.0080613,           0.0080613
                 237,            0.021132,            0.030622,           0.0055451,             0.81031,             0.80809,             0.84131,             0.69665,            0.019475,            0.020066,            0.011673,            0.008053,            0.008053,            0.008053
                 238,            0.022241,            0.033041,           0.0050058,             0.84113,             0.77632,             0.84291,             0.69638,             0.01937,             0.01951,            0.011732,           0.0080447,           0.0080447,           0.0080447
                 239,            0.023328,              0.0335,           0.0053939,             0.84565,             0.80005,             0.84642,             0.68807,            0.019573,            0.019246,            0.012062,           0.0080365,           0.0080365,           0.0080365
                 240,            0.022344,             0.02994,           0.0055073,             0.85095,             0.79254,             0.85561,              0.7025,            0.019812,            0.019725,            0.011435,           0.0080282,           0.0080282,           0.0080282
                 241,            0.021589,            0.032212,           0.0057316,             0.83546,             0.78788,             0.85233,             0.70032,            0.019925,             0.01981,            0.011953,             0.00802,             0.00802,             0.00802
                 242,             0.02158,            0.031547,           0.0056416,             0.78078,             0.81432,             0.83453,             0.68189,            0.020383,            0.019352,            0.012568,           0.0080118,           0.0080118,           0.0080118
                 243,            0.022027,            0.031452,           0.0055328,              0.8458,             0.78352,             0.83335,             0.67624,            0.020473,            0.019851,            0.012306,           0.0080035,           0.0080035,           0.0080035
                 244,            0.022031,            0.032039,            0.005445,              0.8692,             0.77947,             0.84149,             0.69304,             0.02015,            0.019817,            0.011145,           0.0079953,           0.0079953,           0.0079953
                 245,            0.021056,             0.03212,            0.005284,             0.86598,             0.76994,             0.83915,             0.69822,            0.020232,            0.019967,            0.011325,            0.007987,            0.007987,            0.007987
                 246,            0.021368,            0.033087,           0.0057399,             0.89761,              0.7237,             0.83595,             0.67809,            0.020358,            0.020478,            0.012891,           0.0079788,           0.0079788,           0.0079788
                 247,            0.021818,             0.03369,           0.0053218,             0.85275,             0.70803,             0.81101,             0.66065,            0.020066,            0.019779,            0.013838,           0.0079705,           0.0079705,           0.0079705
                 248,            0.022032,            0.033287,           0.0051267,             0.81043,              0.7828,             0.82017,             0.66849,            0.020167,             0.01997,            0.013007,           0.0079623,           0.0079623,           0.0079623
                 249,            0.021965,            0.032387,           0.0052405,             0.80864,             0.78445,             0.82685,             0.66794,            0.020233,            0.020048,             0.01274,            0.007954,            0.007954,            0.007954
                 250,            0.020664,            0.030831,           0.0049137,             0.82984,             0.78915,             0.82174,              0.6692,            0.020001,            0.020332,             0.01286,           0.0079457,           0.0079457,           0.0079457
                 251,            0.022674,            0.033403,           0.0053571,             0.82611,             0.78364,             0.82626,             0.67964,            0.019607,            0.020293,            0.012523,           0.0079375,           0.0079375,           0.0079375
                 252,            0.021362,            0.030686,           0.0049719,             0.85512,             0.77998,             0.83059,             0.67391,            0.020215,            0.020196,            0.012072,           0.0079293,           0.0079293,           0.0079293
                 253,             0.02018,            0.035108,           0.0048043,             0.88416,             0.76174,              0.8388,             0.68495,            0.020098,             0.02022,             0.01248,            0.007921,            0.007921,            0.007921
                 254,            0.020042,            0.031474,           0.0049834,             0.78755,             0.78656,             0.83547,             0.68213,            0.020419,            0.020044,            0.012583,           0.0079128,           0.0079128,           0.0079128
                 255,            0.022145,            0.031926,           0.0050829,             0.81357,             0.78246,             0.82675,              0.6769,            0.019686,            0.019765,            0.013043,           0.0079045,           0.0079045,           0.0079045
                 256,            0.021084,            0.030674,           0.0052024,             0.83279,             0.78421,             0.83347,              0.6787,            0.020079,            0.019695,            0.012856,           0.0078963,           0.0078963,           0.0078963
                 257,            0.021138,            0.031765,           0.0055998,              0.8584,              0.7606,             0.82099,             0.66488,            0.020286,            0.020584,            0.012997,            0.007888,            0.007888,            0.007888
                 258,            0.020652,            0.030004,           0.0049823,             0.78864,             0.78964,             0.80271,             0.64131,            0.020613,            0.021325,            0.014343,           0.0078798,           0.0078798,           0.0078798
                 259,            0.021487,            0.033146,           0.0051681,             0.81423,             0.75889,             0.81714,             0.65947,            0.020539,            0.020316,            0.013125,           0.0078715,           0.0078715,           0.0078715
                 260,            0.022011,            0.032461,           0.0054523,             0.85003,             0.75251,              0.8179,             0.65247,            0.021182,            0.020528,            0.013633,           0.0078633,           0.0078633,           0.0078633
                 261,            0.020324,            0.031636,           0.0058845,             0.92137,             0.77268,             0.84336,             0.67622,            0.020648,            0.020258,            0.011244,            0.007855,            0.007855,            0.007855
                 262,            0.020283,            0.029861,           0.0054702,             0.85724,             0.80359,             0.85039,             0.68051,            0.020508,            0.020011,            0.011164,           0.0078467,           0.0078467,           0.0078467
                 263,            0.021409,            0.031676,           0.0052734,             0.84467,             0.80141,             0.85967,             0.70251,            0.019852,            0.019957,            0.011182,           0.0078385,           0.0078385,           0.0078385
                 264,            0.020893,            0.031773,           0.0052572,             0.82158,             0.82459,             0.85717,             0.70565,             0.02029,            0.020199,            0.010237,           0.0078303,           0.0078303,           0.0078303
                 265,            0.021798,            0.032853,           0.0051741,             0.79839,             0.81584,             0.83621,                0.69,            0.019989,             0.02045,            0.012153,            0.007822,            0.007822,            0.007822
                 266,             0.02167,            0.032012,           0.0055772,             0.84398,             0.78895,             0.83299,             0.67633,            0.020007,            0.020625,            0.012224,           0.0078138,           0.0078138,           0.0078138
                 267,            0.022365,            0.031465,           0.0053108,             0.85385,             0.76822,             0.83452,             0.68415,            0.020063,            0.019822,            0.012293,           0.0078055,           0.0078055,           0.0078055
                 268,            0.020525,            0.030436,           0.0051645,             0.84057,             0.80805,             0.83195,              0.6887,             0.01991,            0.019891,            0.011019,           0.0077973,           0.0077973,           0.0077973
                 269,            0.020423,            0.029235,            0.005078,              0.7695,             0.79914,             0.83349,             0.68528,            0.019765,            0.019728,            0.010701,            0.007789,            0.007789,            0.007789
                 270,            0.020494,             0.03047,           0.0054388,             0.81252,             0.75545,             0.83103,             0.66989,            0.019602,            0.020007,            0.012108,           0.0077808,           0.0077808,           0.0077808
                 271,            0.020855,            0.030351,           0.0050565,             0.80523,             0.77571,              0.8355,             0.67249,            0.019584,            0.019568,            0.011968,           0.0077725,           0.0077725,           0.0077725
                 272,            0.020651,            0.030622,           0.0053144,             0.80839,             0.78334,             0.83526,             0.68261,            0.020009,            0.019683,            0.010812,           0.0077643,           0.0077643,           0.0077643
                 273,            0.020691,            0.029505,           0.0048857,             0.83579,             0.81957,             0.84776,             0.69624,            0.019957,            0.020048,           0.0098977,            0.007756,            0.007756,            0.007756
                 274,            0.020741,            0.031313,           0.0046289,             0.87125,             0.78644,             0.83863,             0.69021,              0.0198,            0.020847,            0.010325,           0.0077478,           0.0077478,           0.0077478
                 275,            0.021169,             0.03071,           0.0052514,             0.80528,             0.81788,             0.83102,             0.68122,            0.019964,            0.020611,            0.011996,           0.0077395,           0.0077395,           0.0077395
                 276,            0.019739,             0.03071,           0.0048711,             0.82763,             0.79178,             0.84089,             0.69144,            0.020023,            0.020218,            0.011721,           0.0077313,           0.0077313,           0.0077313
                 277,            0.020788,            0.029465,           0.0054965,              0.7771,             0.80816,             0.83355,             0.67948,            0.020686,            0.019768,             0.01239,            0.007723,            0.007723,            0.007723
                 278,            0.021451,            0.030436,           0.0058045,             0.77037,              0.8115,              0.8345,             0.67993,            0.020616,                0.02,            0.012971,           0.0077148,           0.0077148,           0.0077148
                 279,            0.021967,            0.031676,           0.0052211,              0.8315,             0.82765,             0.85178,             0.69548,            0.020027,            0.020261,            0.010414,           0.0077065,           0.0077065,           0.0077065
                 280,            0.021528,            0.030932,           0.0051721,             0.83017,             0.82384,             0.85447,             0.68614,            0.020257,            0.020387,            0.010222,           0.0076983,           0.0076983,           0.0076983
                 281,            0.020209,            0.028686,           0.0052333,             0.84011,             0.80418,             0.84818,             0.69147,            0.020213,             0.02079,            0.010604,             0.00769,             0.00769,             0.00769
                 282,            0.020539,            0.029998,           0.0051065,             0.85424,             0.80199,             0.83925,             0.68837,            0.019929,            0.021201,            0.011574,           0.0076818,           0.0076818,           0.0076818
                 283,            0.020378,            0.030263,           0.0049272,             0.85768,             0.77115,              0.8294,             0.68891,            0.020364,            0.022033,            0.011986,           0.0076735,           0.0076735,           0.0076735
                 284,             0.02096,            0.031177,           0.0050382,             0.84691,             0.78108,                0.84,             0.70074,            0.020056,            0.020821,            0.011427,           0.0076653,           0.0076653,           0.0076653
                 285,            0.019768,            0.031005,           0.0045426,             0.87763,             0.80196,             0.85114,             0.69958,            0.019806,            0.020047,            0.010831,            0.007657,            0.007657,            0.007657
                 286,            0.020068,            0.030001,           0.0048548,             0.78403,             0.81673,             0.83162,             0.68522,            0.019972,            0.019648,            0.011329,           0.0076488,           0.0076488,           0.0076488
                 287,            0.021434,            0.029962,            0.005302,             0.82411,             0.78938,             0.84268,             0.69702,            0.019736,            0.019982,            0.010168,           0.0076405,           0.0076405,           0.0076405
                 288,            0.020798,            0.029814,           0.0049555,             0.82031,             0.79242,             0.84138,             0.69964,            0.019673,            0.020045,            0.010255,           0.0076323,           0.0076323,           0.0076323
                 289,            0.020714,            0.030366,           0.0047503,             0.77037,              0.7346,             0.79406,             0.66339,            0.021059,            0.022774,            0.013851,            0.007624,            0.007624,            0.007624
                 290,            0.020831,            0.030544,           0.0045062,             0.87515,              0.7358,              0.8272,             0.68631,            0.020576,            0.021477,            0.013715,           0.0076158,           0.0076158,           0.0076158
                 291,            0.021435,            0.031271,           0.0047996,             0.88222,             0.72633,             0.83146,             0.67555,            0.020046,            0.021591,            0.014065,           0.0076075,           0.0076075,           0.0076075
                 292,              0.0202,            0.030948,           0.0049519,             0.87565,             0.76863,             0.81641,             0.66413,            0.020347,             0.02173,            0.013269,           0.0075993,           0.0075993,           0.0075993
                 293,            0.020242,            0.029327,             0.00508,             0.83702,              0.7809,             0.82339,             0.67851,             0.01972,            0.020444,             0.01349,            0.007591,            0.007591,            0.007591
                 294,            0.020099,            0.028365,           0.0050879,             0.86587,             0.76303,             0.83691,              0.6951,            0.019427,            0.019788,            0.013282,           0.0075828,           0.0075828,           0.0075828
                 295,            0.020469,            0.030389,           0.0047107,               0.832,             0.79551,             0.83018,             0.68299,            0.019408,             0.01952,              0.0128,           0.0075745,           0.0075745,           0.0075745
                 296,            0.019938,            0.030097,           0.0043984,             0.90467,             0.79566,             0.84286,             0.68669,            0.019947,            0.019723,            0.012911,           0.0075663,           0.0075663,           0.0075663
                 297,            0.019975,              0.0297,           0.0050553,             0.84766,             0.79516,             0.83315,             0.67983,            0.019849,            0.020053,            0.012755,            0.007558,            0.007558,            0.007558
                 298,            0.020255,            0.032178,           0.0051388,             0.85231,             0.80273,              0.8273,             0.67084,            0.020438,            0.020218,            0.012194,           0.0075498,           0.0075498,           0.0075498
                 299,            0.020449,            0.030181,           0.0048365,             0.83105,             0.76228,             0.80285,             0.66275,            0.020429,             0.02028,            0.013836,           0.0075415,           0.0075415,           0.0075415
                 300,             0.02035,            0.031358,           0.0040044,             0.81728,             0.80135,             0.84122,             0.68489,            0.020449,            0.019899,            0.011939,           0.0075333,           0.0075333,           0.0075333
                 301,            0.021318,             0.03159,            0.004732,             0.86039,             0.76517,             0.82498,             0.66896,            0.020156,            0.019571,            0.012271,            0.007525,            0.007525,            0.007525
                 302,            0.019219,            0.029685,           0.0048913,               0.843,             0.74997,             0.82727,             0.68159,            0.020195,            0.020303,            0.011363,           0.0075167,           0.0075167,           0.0075167
                 303,            0.020114,            0.031461,           0.0044099,             0.83162,             0.75832,             0.82901,             0.67881,            0.019624,            0.019812,            0.011384,           0.0075085,           0.0075085,           0.0075085
                 304,            0.019716,            0.030568,           0.0046249,             0.87343,             0.76347,              0.8185,             0.68029,            0.019643,            0.020007,            0.011888,           0.0075003,           0.0075003,           0.0075003
                 305,            0.019881,            0.030101,           0.0045443,             0.81908,             0.78093,             0.80277,             0.65725,            0.020119,            0.019871,            0.012892,            0.007492,            0.007492,            0.007492
                 306,            0.020304,            0.030904,           0.0052888,             0.82145,             0.75572,             0.81251,             0.67331,            0.019584,            0.019771,            0.014112,           0.0074837,           0.0074837,           0.0074837
                 307,            0.022066,            0.032417,           0.0048634,             0.85083,             0.74753,             0.82091,             0.67162,            0.019752,             0.01962,            0.012344,           0.0074755,           0.0074755,           0.0074755
                 308,            0.019937,            0.030838,           0.0048899,             0.85322,             0.76849,              0.8401,             0.68159,            0.020251,            0.020217,            0.010622,           0.0074672,           0.0074672,           0.0074672
